,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Needed,"$25,000.00"
,FBA16HXVZTC9/1ZT74T770380449325,,,,,,,,
884094495887,LAUREN RALPH LAUREN Scalloped Lace Dress Dark Fern 6,New,1,$155.00,$155.00,$38.75,LAUREN,,
,FBA16HXV7DT1/1ZT74T770327034257,,,,,,12/9/2021,,
192096494983,bebe Women’s Spaghetti Strap Cowl Back Sequin Stripe Bodycon Dress Black Gold S,New,1,$69.00,$69.00,$17.25,JUMP DESIGN GROUP CONSIGN,,
193465416575,Free People New Dawn Jacket Black SM (Women's 4-6),New,1,$168.00,$168.00,$42.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465584267,Free People Womens Sienna Top Knit Snap-Button Scoop-Neck XS,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
193596600775,Sequin Hearts Womens White Short Sleeve Short Fit + Flare Party Dress Juniors 3,New,1,$42.99,$42.99,$10.75,YOU BABES/MY MICHELLE/KELLWOOD,,
194374043562,Free People Womens Nova Striped Tassel Winter Scarf B/W O/S,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374053400,Free People Beaded Mesh One-Shoulder Shirt for Women in Black (X-Small),New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194540114157,LAUREN RALPH LAUREN Cotton Twill Wide-Leg Pants Dry Olive 6 24,New,1,$99.50,$99.50,$24.88,LAUREN/POLO RALPH LAUREN,,
689886511024,"Jessica Howard Womens Petite Floral Long Sleeve Boat Neck Evening Dress, Black/Red, 12",New,1,$396.00,$396.00,$99.00,JESSICA HOWARD/G-III APPAREL GROUP,,
689886543780,Jessica Howard Womens Green Elbow Sleeve Printed Boat Neck Short Sheath Dress 12,New,1,$79.00,$79.00,$19.75,JESSICA HOWARD,,
689886571523,Jessica Howard Womens Lace Peplum Evening Dress Navy 8,New,1,$139.00,$139.00,$34.75,JESSICA HOWARD/G-III APPAREL GROUP,,
707762094079,NW Nightway Womens Glitter Embellished Evening Dress Purple 10,New,1,$139.00,$139.00,$34.75,NIGHT WAY,,
708008599907,City Studios Juniors' 2-Pc. Lace Top & Satin Skirt Dress Black/Pink 0,New,1,$89.00,$89.00,$22.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008637500,City Studios Womens Gown Slate Plus Lace Cold Shoulder Blue 16W,New,1,$109.00,$109.00,$27.25,MILLENNIAL PLUS/JODI KRISTOPHER,,
732997863718,INC Womens Red Faux Leather Faux Leather Color Block Motorcycle Jacket Size M,New,1,$139.50,$139.50,$34.88,INC-MMG,,
732998313854,Alfani Women's Asymmetrical-Overlay Blouse Ivory Size Medium,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
732999647323,INC Women's Halter Knit Top Black Striped Keyhole White XL,New,1,$59.50,$59.50,$14.88,INC-MMG,,
733001796251,Alfani Womens Pink Pocketed Slim Ankle High Waist Pants Size: L,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
733002168798,Alfani Womens Aqua Open Cardigan Sweater XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
733002383306,Alfani Womens White Gathered Color Block Short Sleeve Crew Neck Top Size S,New,1,$59.50,$59.50,$14.88,ALFANI-EDI,,
883806200726,LAUREN RALPH LAUREN Bonded Matte Jersey-Dress w/Combo Black 6,New,1,$145.00,$145.00,$36.25,LAUREN,,
884094494996,LAUREN RALPH LAUREN Two-Tone Jersey Dress Black/Lauren White 4,New,1,$145.00,$145.00,$36.25,LAUREN,,
884094540389,Lauren by Ralph Lauren Womens Sheath Dress Textured White 6,New,1,$145.00,$145.00,$36.25,LAUREN,,
,FBA16HYHS8BR/1ZT74T770378132911,,,,,,,,
689886501049,"Jessica Howard Women's Loveable Angel Cap Sleeve Dress, White, 6",New,1,$129.00,$129.00,$32.25,JESSICA HOWARD,,
884094032648,"LAUREN RALPH LAUREN Womens Petite Fit-and-Flare Dress, Red, 4P",New,1,$125.00,$125.00,$31.25,RALPH LAUREN,,
,FBA16HYG6NRW/1ZT74T770359917396,,,,,,12/9/2021,,
191170255656,Trixxi Womens Black Floral Spaghetti Strap Square Neck Short Fit + Flare Cocktail Dress Size 3,New,1,$69.00,$69.00,$17.25,TRIXXI CLOTHING COMPANY INC,,
191837168633,Xscape Womens Green Sleeveless Asymmetrical Neckline Below The Knee Sheath Cocktail Dress Size 12,New,1,$109.00,$109.00,$27.25,X BY XSCAPE,,
192081241189,MSK Womens Purple 3/4 Sleeve Square Neck Above The Knee Sheath Evening Dress Size XL,New,1,$99.00,$99.00,$24.75,JBS DRESSES LLC,,
192096474879,"JUMP Junior's Lace up lace Halter Gown, Black/Nude, 3/4",New,1,$129.00,$129.00,$32.25,JUMP APPAREL,,
193372249532,"HUDSON Jeans Women's Barbara High Rise, Super Skinny Ankle Jean, Noir Coated, 28",New,3,$195.00,$585.00,$146.25,HUDSON CLOTHING INC/SAYMEE K INC,,
193372249563,"HUDSON Jeans Women's Barbara High Rise, Super Skinny Ankle Jean, Noir Coated, 31",New,1,$195.00,$195.00,$48.75,HUDSON CLOTHING INC/SAYMEE K INC,,
193465133410,Free People Strapped Scoop V Top Brami Crop Active Stretch Cami Pink,New,1,$28.00,$28.00,$7.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465133427,Free People Strapped Scoop V Top Brami Crop Active Stretch Cami Pink,New,4,$28.00,$112.00,$28.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465267658,Free People Nina Bandeau Top Green L,New,1,$38.00,$38.00,$9.50,FREE PEOPLE/URBAN OUTFITTERS,,
194164776397,Maidenform Women's Pure Comfort No Ride Up Wireless Bralette DM7676,New,1,$28.50,$28.50,$7.13,HANESBRANDS INC,,
194374365275,Free People Womens Tie-Dye Flirty Mini Skirt Navy 4,New,1,$68.00,$68.00,$17.00,Free People,,
194374391137,Free People Arden Tee Lite Bark MD (Women's 8-10),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374631240,"Free People Women's Coconut V Sweater, Sandy Combo, Tan, Pink, XS",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374773902,"Free People Women's Low Tide Bodysuit, Shell White, XS",New,1,$18.60,$18.60,$4.65,FREE PEOPLE/URBAN OUTFITTERS,,
194374812526,"Free People Women's Float on Flutter Sleeve T-Shirt, Size Medium - White",New,2,$48.00,$96.00,$24.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374878577,"Free People Womens Warrior T-Shirt, Sage S",New,2,$58.00,$116.00,$29.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191363123,"Free People Women's Rubi Tee, Cashmere, Grey, XS",New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
636202267417,"Maison Jules Striped Bow-Trim Sweater Black/White Stripes S, Small",New,1,$69.50,$69.50,$17.38,MAISON JULES-MMG,,
661414645654,Teeze Me Womens Red Spaghetti Strap Mini Body Con Cocktail Dress Juniors 13,New,1,$69.00,$69.00,$17.25,TEEZE ME/CHOON INC (179/256),,
661414655721,Teeze Me Womens Blue Zippered Sleeveless Halter Full-Length Fit Flare Evening Dress Size 9,New,1,$89.00,$89.00,$22.25,Teeze Me,,
689439176267,"INC Womens Metallic Foldover Off-the-shoulder Cowl Neck Sweater Top, Silver, Small",New,1,$89.50,$89.50,$22.38,INC-MMG,,
689886207132,Jessica Howard Womens Knit 3/4 Sleeves Shrug Sweater Ivory XL,New,1,$24.98,$24.98,$6.25,JESSICA HOWARD/G-III APPAREL GROUP,,
689886495621,Vince Camuto Womens Sequined Long Evening Dress Black 6,New,1,$228.00,$228.00,$57.00,VINCE CAMUTO,,
689886538489,Jessica Howard Womens Silver Sequined Ikat 3/4 Sleeve Jewel Neck Knee Length Sheath Formal Dress Size 12P,New,1,$99.00,$99.00,$24.75,JESSICA HOWARD,,
708008577110,City Studio Womens Juniors Jewelled V Neck Cocktail and Party Dress Black 1,New,1,$69.00,$69.00,$17.25,CITY TRIANGLES-JODI KRISTOPHER,,
708008598139,City Studio Womens Juniors One Shoulder Satin Evening Dress Gray 13,New,1,$99.00,$99.00,$24.75,CITY TRIANGLES-JODI KRISTOPHER,,
732998656746,"Alfani Women's Faux-Suede Jacket (L, Pottery Clay)",New,1,$129.50,$129.50,$32.38,ALFANI-EDI,,
732999289967,Alfani Womens Poplin Blouse Large V-Neck Smocked-Shoulder White L,New,4,$59.50,$238.00,$59.50,ALFANI-EDI,,
733001592792,"INC International Concepts Womens Puff-Sleeve Wrap Dress, Madison Plaid, 6",New,1,$119.50,$119.50,$29.88,INC-MMG,,
733001629955,INC Womens Brown Faux Leather Animal Print Midi Pencil Party Skirt Size: 8,New,1,$79.50,$79.50,$19.88,INC-MMG,,
738994687456,"Maidenform Women's Plus Size Tame Your Tummy Tailored Thong, Transparent, 2X Large",New,2,$19.50,$39.00,$9.75,FLEXEES/HANESBRANDS INC,,
747941622440,Speechless Womens Juniors Floral Criss-Cross Scuba Dress Navy 1,New,1,$47.99,$47.99,$12.00,SPEECHLESS/SWAT FAME INC,,
791841047148,B. Darlin Womens Juniors Printed High Neck Bodycon Dress Red 7/8,New,1,$59.00,$59.00,$14.75,BEE DARLIN INC,,
840047417665,"Wayf Womens Wayf Sequin Mini Dress, S Purple",New,1,$53.40,$53.40,$13.35,LEYDEN,,
884094262908,"Lauren Ralph Lauren Women's Floral Tie-Front Jersey Dress (12, Black/Gold)",New,1,$109.00,$109.00,$27.25,LAUREN,,
884094495009,LAUREN RALPH LAUREN Two-Tone Jersey Dress Black/Lauren White 6,New,1,$145.00,$145.00,$36.25,LAUREN,,
887840378366,Emerald Sundae Womens Navy Zippered Short Sleeve Off Shoulder Mini Sheath Party Dress Size M,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE,,
,FBA16HYJLYHD/1ZT740T70341258004,,,,,,,,
192523583341,Betsey Johnson Womens Beige Ruffled Zippered Animal Print Short Sleeve Jewel Neck Mini Fit + Flare Dress Size 0,New,1,$98.00,$98.00,$24.50,BETSEY JOHNSON,,
707762151437,"R&M Richards Women's Mother of The Groom Classic Jacket Dress, Champagne, 8",New,1,$129.00,$129.00,$32.25,R & M RICHARDS,,
,FBA16HYK4B7D/1ZT74T770359934724,,,,,,12/9/2021,,
190607452798,Tommy Hilfiger Womens Blue Textured Blazer Wear to Work Jacket Size 12,New,1,$139.00,$139.00,$34.75,TOMMY HILFIGER/G-III APPAREL GROUP,,
190607486236,Tommy Hilfiger Womens Piping Sleeveless Blouse Navy M,New,1,$39.99,$39.99,$10.00,Tommy Hilfiger,,
190607499960,Tommy Hilfiger Womens Striped Casual Sweaterdress Navy XL,New,1,$99.50,$99.50,$24.88,TOMMY HILFIGER/G-III APPAREL GROUP,,
190607499977,Tommy Hilfiger Womens Striped Casual Sweaterdress Navy S,New,1,$99.50,$99.50,$24.88,TOMMY HILFIGER/G-III APPAREL GROUP,,
190607499991,"Tommy Hilfiger Womens Striped Colorblocked Sweater Dress, Navy, Size Large",New,1,$99.50,$99.50,$24.88,TOMMY HILFIGER/G-III APPAREL GROUP,,
190607597192,Tommy Hilfiger Womens Velvet Drapey Cardigan Top Black XL,New,1,$49.00,$49.00,$12.25,TOMMY HILFIGER/G-III APPAREL GROUP,,
192114095031,Tommy Hilfiger Womens Navy Printed Long Sleeve Collared Blouse Top Size L,New,1,$39.50,$39.50,$9.88,TOMMY HILFIGER/G-III APPAREL GROUP,,
192114111168,"Tommy Hilfiger Women's One Button Blazer, Cinnamon Multi, 0",New,1,$139.00,$139.00,$34.75,TOMMY HILFIGER/G-III APPAREL GROUP,,
192114346416,Tommy Hilfiger Womens Fair Isle Long Sleeve Sweater Red XS,New,1,$69.50,$69.50,$17.38,TOMMY HILFIGER/G-III APPAREL GROUP,,
193666378917,"Tommy Hilfiger Women's Slim Jogger Pant Pj, Heather Grey, M",New,1,$58.00,$58.00,$14.50,TOMMY HILFIGER/DELTA GALIL USA,,
193666378931,"Tommy Hilfiger Women's Slim Jogger Pant Pj, Heather Grey, XL",New,1,$58.00,$58.00,$14.50,TOMMY HILFIGER/DELTA GALIL USA,,
195105863220,Tommy Hilfiger Womens Metallic Polka Dot Midi Dress Black 4,New,1,$139.00,$139.00,$34.75,TOMMY HILFIGER/G-III APPAREL GROUP,,
,FBA16J31N6XZ/1ZT740T70375969487,,,,,,,,
190607460595,"Tommy Hilfiger Women's Midi Dress, Blue/Ivory, 12",New,1,$119.00,$119.00,$29.75,TOMMY HILFIGER/G-III APPAREL GROUP,,
,FBA16J2ZZWZM/1ZT740T70305012828,,,,,,,,
190607460595,"Tommy Hilfiger Women's Midi Dress, Blue/Ivory, 12",New,1,$119.00,$119.00,$29.75,TOMMY HILFIGER/G-III APPAREL GROUP,,
,FBA16J30WHLH/1ZT740T70325997219,,,,,,12/16/2021,,
B07S37Q69B,"Method Foaming Hand Soap, Refill, Free + Clear, 28 oz, 6 pack",New,120,$41.99,"$5,038.80","$2,500.00",Method Soap,,
,,,,,,,12/22/2021,,
