,CATEGORY,CONDITION,# OF UNITS,TOTAL ORIGINAL RETAIL,TOTAL CLIENT COST,AVG. UNIT CLIENT COST,AVG. UNIT RETAIL,Client Spend,"$40,000.00"
194374010113,Free People Womens Check On It Hi-Low Drapey Wrap Top Green XS,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374062303,"Free People Womens Metallic Floral Bubble Skirt (Lavender Combo, Large)",New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374062914,Free People Womens One Of The Girls Waffle Hi-Low Thermal Top Orange L,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374091037,Free People Womens White Striped Bell Sleeve Jewel Neck Top Size S,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374128658,"Free People Womens Sonnet Ruched Scoop Neck T-Shirt, Black, Small",New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374144016,"Free People Womens Azalea Lace Tunic Top, Beige, Size Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374215877,Free People Bondi Thermal Black SM (Women's 4-6),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
195191280901,"Free People Galloon Racerback Bralette, Fair Orchid (Medium)",New,1,$20.00,$20.00,$5.00,FREE PEOPLE/URBAN OUTFITTERS,,
608381765107,"INC International Concepts Women's Pull-On Skinny Pants (0, Deep Black)",New,1,$49.50,$49.50,$12.38,INC-MMG,,
635273718088,"Tahari ASL Women's Undercollar Plaid Jacket with Zippers, Red Black Plaid, 16",New,1,$139.00,$139.00,$34.75,TAHARI ASL/PACIFIC ALLIANCE MFG,,
686812466915,Bar III Womens Faux Leather Open Front Jacket Purple S,New,1,$99.50,$99.50,$24.88,BAR III-EDI/SANTAFENY,,
708008611210,City Studio Womens Plus Sweetheart Neckline Tummy Slimming Party Dress Navy 20W,New,1,$79.00,$79.00,$19.75,MILLENNIAL PLUS/JODI KRISTOPHER,,
732997745793,Bar III Womens Gray Double Breasted Plaid Blazer Wear to Work Jacket Size M,New,1,$99.50,$99.50,$24.88,MMG-BAR III EDI/REUNITED CLOTHING,,
732997895245,Alfani Womens Metallic Asymmetric Pullover Sweater Black XL,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
840047417689,"Wayf Womens Wayf Sequin Mini Dress, L Purple",New,1,$89.00,$89.00,$22.25,LEYDEN/LOVE CHARLES H LLC,,
840047418983,Leyden Womens Lace V-Neck Bodysuit Black L,New,1,$69.00,$69.00,$17.25,LEYDEN/LOVE CHARLES H LLC,,
842681122042,Q+A Los Angeles Womens White Long Sleeve Jewel Neck Top Size S,New,1,$59.00,$59.00,$14.75,Q&A7 LLC,,
887840380468,Emerald Sundae Womens Plus Sweetheart Neck Sleeveless Jumpsuit Black 22,New,1,$59.00,$59.00,$14.75,EMERALD SUNDAE/WILD HORSES APPAREL,,
,FBA16GN76Q6M/1ZT74T280354904652,,,,,,,,
192400501147,Sanctuary Womens Ribbed Scoop Neck Top Purple XL,New,1,$59.00,$59.00,$14.75,SAGE/SANCTUARY CLOTHING INC,,
194374006284,Free People Womens Forever Your Girl Knit Babydoll Pullover Top Blue M,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374061535,"Free People Highland V Sweater- Neutral Combo, Medium (Medium)",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374105307,Free People Womens Serious Swagger Velvet Tie-Dye Midi Skirt Blue M,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374215877,Free People Bondi Thermal Black SM (Women's 4-6),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
608381765107,"INC International Concepts Women's Pull-On Skinny Pants (0, Deep Black)",New,1,$49.50,$49.50,$12.38,INC-MMG,,
726895292312,Maison Jules Womens Lou Lou Mid Rise Cuffed Ankle Pants Green 8,New,1,$24.99,$24.99,$6.25,MAISON JULES-MMG,,
,FBA16GN6HBRV/1ZT74T280389149887,,,,,,,,
190380243828,"Free People Women's Rumors Denim Jacket, Light Indigo, Blue, X-Small",New,5,$98.00,$490.00,$122.50,FREE PEOPLE/URBAN OUTFITTERS,,
193768269984,"Vince Camuto Women's Slim Leg Pull On Drawstring Ticking Stripe Pants, Dusty Rose, Large",New,1,$99.00,$99.00,$24.75,TWO BY VINCE CAMUTO/BERNARD CHAUS,,
,FBA16GN75PWN/1ZT74T280318653885,,,,,,11/9/2021,,
83626126279,"Vanity Fair Women's Nearly Invisible Strapless Underwire Bra 74202, damask neutral, 36DD",New,1,$31.50,$31.50,$7.88,VANITY FAIR BRAND/FRUIT OF THE LOOM,,
89129463767,"DKNY Women's Cut-Out Lace Bralette, Wirefree, Black Plum, Medium",New,1,$38.00,$38.00,$9.50,DKNY,,
93487872208,Kasper Womens Woven Window Pane One-Button Blazer Black-Ivory 16,New,1,$119.00,$119.00,$29.75,KASPER GROUP LLC,,
192400609508,Sanctuary Womens Striped Knit Mock Sweater Red S,New,1,$99.00,$99.00,$24.75,SAGE/SANCTUARY CLOTHING INC,,
192400609515,Sanctuary Womens Striped Knit Mock Sweater Red M,New,1,$99.00,$99.00,$24.75,SAGE,,
193465581549,Free People Santa Clara Thermal Shirt White (Medium),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465694935,Free People Womens Green Textured Solid Long Sleeve V Neck Blouse Top Size S,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465853653,We The Free Womens Riley Denim Low Rise Skinny Jeans Blue 27,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465853721,Free People Women's Riley Seamed Skinny Jeans in Worn Black Size 25,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465857149,Free People One on One Date Bodysuit Ivory Combo MD (Women's 8-10),New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465859761,Free People Women's Forever Yours T-Shirt in Midnight Blue (XS (Women's 0-2)),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465859785,Free People Women's Forever Yours T-Shirt in Midnight Blue (MD (Women's 8-10)),New,2,$58.00,$116.00,$29.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374062891,Free People Womens One Of The Girls Waffle Hi-Low Thermal Top Orange S,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374079943,Free People Womens Devin Ribbed Knit Blouson Sleeves Henley Top Ivory M,New,1,$88.00,$88.00,$22.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080314,Free People Valerie Tee Navy SM (Women's 4-6),New,2,$68.00,$136.00,$34.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080321,Free People Valerie Tee Navy MD (Women's 8-10),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080338,Free People Valerie Tee Navy LG (Women's 12),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080987,We The Free Womens Plaid Released Trim Button-Down Top Red XS,New,1,$118.00,$118.00,$29.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374081403,"Free People Women's Starbright Tunic (Magnolia Blossom, X-Small)",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374128696,Free People Womens White Ruched Heather Short Sleeve Crew Neck T-Shirt Top Size XS,New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374152677,Free People Womens Waffle Snap Front Henley Top Blue S,New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374170022,Free People Womens Southport Beach Striped Long Cardigan Sweater Black S,New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374231778,Free People Womens Alex Denim Casual Mini Dress Blue 12,New,1,$108.00,$108.00,$27.00,FREE PEOPLE/URBAN OUTFITTERS,,
194477031459,NYDJ Ami Skinny Ankle Jeans with Side Seam Welt Pockets in Beachside Polka Dot Beachside Polka Dot 6 27,New,1,$129.00,$129.00,$32.25,NOT YOUR DAUGHTERS JEANS/S L L INC,,
706258292265,I.N.C. International Concepts INC Womens Cowl Neck Bishop Sleeve Pullover Sweater Gray L,New,1,$59.50,$59.50,$14.88,INC-MMG,,
732997648544,bar III Womens Turtleneck Hi-Low Pullover Sweater Pink S,New,1,$69.50,$69.50,$17.38,MMG-BAR III EDI/REUNITED CLOTHING,,
732998271604,Maison Jules Womens Printed Ruffled Skirt Red M,New,1,$59.50,$59.50,$14.88,MAISON JULES-MMG,,
732999269723,INC Womens Fleur Wide Leg High Rise Sailor Pants Black 8,New,1,$79.50,$79.50,$19.88,INC-MMG,,
768594504105,"Kit & Sky Oversized Blazer, White M",New,1,$79.00,$79.00,$19.75,KIT & SKY/AVALON APPAREL LLC,,
840047423536,Leyden Womens Smocked Crossover Casual Dress Black L,New,1,$89.00,$89.00,$22.25,LEYDEN/LOVE CHARLES H LLC,,
840047423680,Leyden Womens Cropped Floral Print Top Black L,New,1,$59.00,$59.00,$14.75,LEYDEN/LOVE CHARLES H LLC,,
889982954231,"NYDJ Women's Velvet Tank TOP, Rose Villa, L",New,1,$69.00,$69.00,$17.25,NOT YOUR DAUGHTERS JEANS/S L L INC,,
889982963851,"NYDJ Women's Marilyn Ankle Jeans with Slit, Black, 8",New,1,$109.00,$109.00,$27.25,NOT YOUR DAUGHTERS JEANS/S L L INC,,
,FBA16GMPY4Q5/1ZT74T280387939107,,,,,,,,
93487933046,"Kasper Women's Knit Metallic Jacquard Jacket with Zipper Pocket Detail, Black Multi, 4",New,1,$119.00,$119.00,$29.75,KASPER GROUP LLC,,
193465857149,Free People One on One Date Bodysuit Ivory Combo MD (Women's 8-10),New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465859785,Free People Women's Forever Yours T-Shirt in Midnight Blue (MD (Women's 8-10)),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374050102,"Free People Women's Roma Top, Berry Combo, Red, Floral, X-Small",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080321,Free People Valerie Tee Navy MD (Women's 8-10),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374170015,Free People Southport Oversized Beach Cardigan Size XS,New,1,$148.00,$148.00,$37.00,FREE PEOPLE/URBAN OUTFITTERS,,
889602377037,Sun + Moon Womens Long Sleeve Crew Neck Sweater Juniors Beige S,New,1,$59.00,$59.00,$14.75,SUN+MOON/RDG GLOBAL LLC,,
,FBA16GMTTBL3/1ZT74T280380964511,,,,,,11/9/2021,,
39376094641,CeCe Womens High Waist Straight Leg Pants Black 0,New,1,$89.00,$89.00,$22.25,CECE/BERNARD CHAUS INC,,
93488169628,bar III Womens Plus Snake Print Midi Skirt Beige 3X,New,1,$89.00,$89.00,$22.25,BAR III/KASPER GROUP LLC,,
190161040660,"PAIGE Women's Verdugo Ankle Jeans, Ellora, 26",New,1,$189.00,$189.00,$47.25,PAIGE DENIM/PREMIUM DENIM LLC,,
192284614063,Planet Gold Womens Green Faux Suede Short Sleeve V Neck Above The Knee Fit + Flare Dress Size XS,New,1,$35.99,$35.99,$9.00,PLANET GOLD CLOTHING/GOLDEN TOUCH,,
194374169699,Free People Women's Sunday Shore Cotton Blend Sweater in Ivory (Large),New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374402406,We The Free Womens Snake Print High Waist Jeggings Brown 25,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
726895088366,INC Womens Wide Leg Regular Fit Pants Black 14,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732997400364,Maison Jules Womens Clip Dot Ruched T-Shirt Dress Red L,New,1,$79.50,$79.50,$19.88,MAISON JULES-MMG,,
732999386765,INC Womens Printed Puff Sleeves Blouse Black M,New,1,$49.50,$49.50,$12.38,INC-MMG,,
732999591350,INC Womens Animal Print One Shoulder Jumpsuit Brown S,New,1,$99.50,$99.50,$24.88,INC-MMG,,
749709699824,Betsy & Adam Womens Off-The-Shoulder Floral Cocktail Dress Black 12,New,1,$209.00,$209.00,$52.25,BETSY & ADAM,,
732998234968,ALFANI. Printed High Low Tunic New Snap Grid S,New,1,$64.50,$64.50,$16.13,ALFANI-EDI,,
732998270614,Alfani Womens Workwear Office Dress Pants Black 12,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
840047419041,Leyden Womens Lace Faux Wrap Bodysuit Pink XL,New,1,$69.00,$69.00,$17.25,LEYDEN/LOVE CHARLES H LLC,,
840047423871,Leyden Womens Mini Surplice Mini Dress Blue M,New,1,$79.00,$79.00,$19.75,LEYDEN/LOVE CHARLES H LLC,,
842681122479,Q & A Womens Ruffled Off-The-Shoulder Blouse Red L,New,1,$59.00,$59.00,$14.75,Q&A7 LLC,,
884094487073,LAUREN RALPH LAUREN Womens Vawlisa Embellished Double V Cocktail Dress Red 18,New,1,$155.00,$155.00,$38.75,LAUREN/POLO RALPH LAUREN,,
883806175444,LAUREN RALPH LAUREN Womens Holynn Chain One Shoulder Cocktail Dress Black 12,New,1,$155.00,$155.00,$38.75,LAUREN/POLO RALPH LAUREN,,
732999001088,Alfani Womens Pleat Front Slim Leg Ankle Pants Beige L,New,1,$74.50,$74.50,$18.63,ALFANI-EDI,,
732999034826,INC Womens High Rise Tie-Front Straight Leg Pants Beige 10,New,1,$79.50,$79.50,$19.88,INC-MMG,,
732999154326,INC Womens Peaked Lapel Business One-Button Blazer Black S,New,1,$89.50,$89.50,$22.38,INC-MMG,,
194374008936,Free People Womens Hi-Low Ruched Top Blue XS,New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374061535,"Free People Highland V Sweater- Neutral Combo, Medium (Medium)",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374169637,"Free People Womens Sunday Shore Pullover Sweater, Light Grey, Size Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
,FBA16GNS0K36/1ZT74T280355105764,,,,,,,,
661414653048,Teeze Me Womens Plus Pleated V Neck Wear to Work Dress Blue 16,New,1,$69.00,$69.00,$17.25,TEEZE ME/CHOON INC (160/256),,
707762260405,Morgan & Co. Womens Plus Off The Shoulder Fit + Flare Formal Dress Black 22W,New,1,$89.00,$89.00,$22.25,MILLENNIAL PLUS DRESS/R & M RICHARD,,
884094487066,Ralph Lauren Womens Red Embellished Sleeveless V Neck Knee Length Sheath Evening Dress Size 16,New,1,$155.00,$155.00,$38.75,LAUREN/POLO RALPH LAUREN,,
747941764324,Speechless Womens Plus Juniors Halter Mini Dress Purple 22,New,1,$69.00,$69.00,$17.25,SPEECHLESS/SWAT FAME INC,,
,FBA16GNVY113/1ZT74T280358769113,,,,,,,,
93487675816,"Kasper Women's Plus Size Sleeveless Stretch Crepe Sheath Dress, Claret, 20W",New,1,$66.75,$66.75,$16.69,KASPER GROUP LLC,,
93487933077,"Kasper Women's Petite Knit Metallic Jacquard Jacket with Zipper Pocket Detail, Black Multi, 10P",New,1,$89.25,$89.25,$22.31,KASPER GROUP LLC,,
93487673126,"Kasper Women's Leopard Printed Fly Away Jacket, Charcoal Multi, 12",New,1,$119.00,$119.00,$29.75,KASPER GROUP LLC,,
,FBA16GNV6KWG/1ZT74T280328503750,,,,,,11/9/2021,,
86569323026,"INK+IVY Short Sleeve T-Shirt Long Dress with Pockets, Swing Maxi Dresses Stretch Rayon Spandex Summer Clothes for Women, XL Black",New,1,$48.00,$48.00,$12.00,E & E CO LTD,,
93487557181,bar III Womens Black Striped Sleeveless V Neck Tank Top Size 1X,New,1,$69.00,$69.00,$17.25,BAR III/KASPER GROUP LLC,,
93487698327,Kasper Womens Petites Flyaway Stretch Jacket Red 8P,New,1,$89.25,$89.25,$22.31,KASPER GROUP LLC,,
192400493879,Sanctuary Palmer Cigarette Chino Greenstone 26 27,New,1,$99.00,$99.00,$24.75,SAGE/SANCTUARY CLOTHING INC,,
192503130053,"Lilyette Women's Ultimate Smoothing Minimizer Underwire Bra Bra, -Pearl, 443D, 443D",New,1,$11.99,$11.99,$3.00,LILYETTE/HANESBRANDS INC,,
193372045561,"HUDSON Jeans Women's Viper Denim, Mini Skirt, Jet Set, 28",New,1,$195.00,$195.00,$48.75,HUDSON CLOTHING INC/SAYMEE K INC,,
193465510501,Free People Women's Acadia Cropped T-Shirt in Pink Pearl Size Medium,New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465709295,Free People Main Squeeze Hacci White XS (Women's 0-2),New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465761576,Free People Womens These Dreams Floral Ruffled Mini Dress Purple L,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465854896,"Free People Caroline One-Shoulder Top, Black XL",New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465912763,Free People Solid Gold Skirt Brown SM (Women's 4-6),New,1,$60.00,$60.00,$15.00,FREE PEOPLE/URBAN OUTFITTERS,,
193768490715,"CeCe Sportswear Women's Long Sleeve Breezy Bouquet Pintuck Collared Blouse, Night Shade, XS",New,1,$89.00,$89.00,$22.25,CECE/BERNARD CHAUS INC,,
194374081069,We The Free Womens Plaid Released Trim Button-Down Top Orange L,New,1,$118.00,$118.00,$29.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374101538,Free People Bondi Thermal Beige LG (Women's 12),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374128689,Free People Womens Sonnet Ruched Scoop Neck T-Shirt Black XL,New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374168401,Free People First Bloom Plaid Top Blue XS (Women's 0-2),New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374169637,"Free People Womens Sunday Shore Pullover Sweater, Light Grey, Size Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374178325,We The Free Womens Hi-Low Long Sleeve Top Purple L,New,1,$78.00,$78.00,$19.50,FREE PEOPLE,,
732995382587,Alfani Ultra Soft Mix-and-Match Bralette Charcoal Stripe Medium,New,1,$15.99,$15.99,$4.00,ALFANI-MMG,,
732996247427,"INC International Concepts Smocked Embroidered Off-The-Shoulder Top (Bright White, M)",New,1,$79.50,$79.50,$19.88,INC-MMG,,
193465965530,"Free People Women's Cabin Fever Swit Tunic Top (Wine, Medium)",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
738994607041,"Bali Women's Comfort Revolution Wirefree Bra with Smart Sizes DF3484, White Stripe, Large",New,1,$31.20,$31.20,$7.80,BALI/HANESBRANDS INC,,
738994702777,"DKNY Women's Superior Lace Half Cup Demi Bra, Dark Black, 34A",New,1,$44.00,$44.00,$11.00,DKNY/KOMAR INTIMATES LLC,,
883806035601,Lauren Ralph Lauren Womens Perina Velvet Cold Shoulder Midi Dress Black 4,New,1,$185.00,$185.00,$46.25,LAUREN,,
194374062884,Free People Womens One Of The Girls Waffle Hi-Low Thermal Top Orange XS,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
732998097891,I.N.C. International Concepts INC Womens Gray Heather Long Sleeve Jewel Neck Blouse Sweater Size S,New,1,$79.50,$79.50,$19.88,INC-MMG,,
888807517767,Marciano Womens Embroidered Sequined Party Dress Taupe 2,New,1,$218.00,$218.00,$54.50,MARCIANO/G-III APPAREL GROUP,,
732998808336,Maison Jules Womens Pointelle Puff Sleeves Sweater Yellow L,New,1,$44.50,$44.50,$11.13,MAISON JULES-MMG,,
194374062907,Free People Womens One Of The Girls Waffle Hi-Low Thermal Top Orange M Red,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465965547,"Free People Women's Cabin Fever Swit Tunic Top (Wine, Large)",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
193465967367,Free People Charli Bodysuit Black MD (Women's 8-10),New,1,$48.00,$48.00,$12.00,FREE PEOPLE/URBAN OUTFITTERS,,
89129463767,"DKNY Women's Cut-Out Lace Bralette, Wirefree, Black Plum, Medium",New,1,$38.00,$38.00,$9.50,DKNY,,
193465857149,Free People One on One Date Bodysuit Ivory Combo MD (Women's 8-10),New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374061627,Free People Womens Highland Cable Knit Oversized V-Neck Sweater Orange S,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374062914,Free People Womens One Of The Girls Waffle Hi-Low Thermal Top Orange L,New,1,$40.00,$40.00,$10.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374081038,We The Free Womens Plaid Released Trim Button-Down Top Orange XS,New,1,$118.00,$118.00,$29.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374101521,Free People Bondi Thermal Beige MD (Women's 8-10),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
719544953931,"Wacoal Women's B-Smooth High-Cut Panty, Moraco Blue, Small",New,1,$15.00,$15.00,$3.75,WACOAL INC,,
,FBA16GNSL0QJ/1ZT74T280368235340,,,,,,,,
193465761545,Free People Womens These Dreams Floral Ruffled Mini Dress Purple XS,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
719544953931,"Wacoal Women's B-Smooth High-Cut Panty, Moraco Blue, Small",New,1,$15.00,$15.00,$3.75,WACOAL INC,,
732996222653,"INC International Concepts Womens INC Cropped Skinny Pants, Black, Size 10",New,1,$59.50,$59.50,$14.88,INC-EDI/DFA,,
732997497616,bar III Womens Ribbed Twist Front Bodysuit Green XS,New,1,$44.50,$44.50,$11.13,BAR III-MMG,,
732998130741,Bar III Womens Winter Faux Leather Moto Coat Black S,New,1,$119.50,$119.50,$29.88,BAR III-MMG,,
194374166551,Free People Oliver Henley Ivory SM (Women's 4-6),New,1,$58.00,$58.00,$14.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374178332,Free People Womens Purple Printed Long Sleeve Scoop Neck T-Shirt Top Size XL,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
,FBA16GNRTZ4X/1ZT74T280352411349,,,,,,,,
194374080994,We The Free Womens Plaid Released Trim Button-Down Top Red S,New,1,$118.00,$118.00,$29.50,FREE PEOPLE/URBAN OUTFITTERS,,
732998108351,"I-N-C INC Embellished Shine V-Neck Top, Real RED XXL",New,1,$59.50,$59.50,$14.88,INC-MMG,,
732997849309,Alfani Womens Velvet Ribbed Blouse Black L,New,1,$69.50,$69.50,$17.38,ALFANI-EDI,,
887870110868,Lucy Paris Womens Smocked Ruffled Blouse Purple L,New,1,$59.00,$59.00,$14.75,LUCY PARIS INC,,
738994259400,"Bali Women's Lace and Smooth Underwire Bra, -hush pink/white cross dye, 36DD",New,1,$11.99,$11.99,$3.00,BALI/HANESBRANDS INC,,
194374101521,Free People Bondi Thermal Beige MD (Women's 8-10),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
,FBA16GNRRGFW/1ZT74T280375414464,,,,,,11/9/2021,,
19585786889,"Bali Women's Comfort Revolution Flex Fit Foam Wire Free with Smooth Tec Band, Black Lace, Medium",New,1,$9.99,$9.99,$2.50,BALI/HANESBRANDS INC,,
83626120093,"Vanity Fair Women's Breathable Luxe Full Figure Wirefree 71265, coconut white, 40C",New,1,$9.99,$9.99,$2.50,VANITY FAIR BRAND/FRUIT OF THE LOOM,,
93487901878,Bar III Womens Plus Open Front Office Jacket Black 2X,New,1,$129.00,$129.00,$32.25,BAR III/KASPER GROUP LLC,,
190392227489,"Splendid Women's Scoop Neck Short Sleeve T-Shirt, Black, M",New,1,$48.00,$48.00,$12.00,SPLENDID/SPLENDID & ELLA,,
193465842428,Free People Amelia Thermal Top Washed Black M,New,1,$78.00,$78.00,$19.50,FREE PEOPLE/URBAN OUTFITTERS,,
193465854889,Free People Caroline One Shoulder Tank Top Black (Large),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
193653071777,"Joe's Jeans Women's The Charlie Ankle, Black, 32",New,1,$198.00,$198.00,$49.50,JOE'S JEANS/CENTRIC WEST LLC,,
193768006176,1.STATE Womens Sweatpants Fitness Jogger Pants Black L,New,1,$79.00,$79.00,$19.75,1 STATE/BERNARD CHAUS INC,,
194374042893,Free People Layla High-Rise Flare Jeans 24 Blue,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374042909,Free People Layla High-Rise Flare Jeans - Blue 26,New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080314,Free People Valerie Tee Navy SM (Women's 4-6),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374080321,Free People Valerie Tee Navy MD (Women's 8-10),New,1,$68.00,$68.00,$17.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374123073,Free People Women's Catching Feelings Linen Blend Skirt in Blueberry Pie (2),New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374123110,Free People Women's Catching Feelings Linen Blend Skirt in Blueberry Pie (10),New,1,$98.00,$98.00,$24.50,Free People,,
194374166483,Free People Women's Alex Denim Sleeveless Mini Dress in Ocean Spray (8),New,1,$108.00,$108.00,$27.00,FREE PEOPLE/URBAN OUTFITTERS,,
194374166506,"Free People Women's Alex Chambray Minidress, Size 12 - Blue",New,1,$108.00,$108.00,$27.00,Free People,,
194374274294,Free People Women's Ivy Mid Rise Released Hem Skinny Jeans Seal Blue Size 24,New,1,$98.00,$98.00,$24.50,FREE PEOPLE/URBAN OUTFITTERS,,
194374279183,"Free People Womens Floral Print Lace-Up Mini Dress, Red, Medium",New,1,$128.00,$128.00,$32.00,FREE PEOPLE/URBAN OUTFITTERS,,
